Recording,Participant,Timeline,TOI,Interval,Media,AOI,AOI_size,Duration_of_interval,Start_of_interval,Total_duration_of_fixations,Average_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Total_duration_of_Glances,Number_of_Glances
UXRecording3,UXP05,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,15762,12676,30000,1198,599,2,5773,241,0
UXRecording3,UXP05,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,44773,11098,30000,2160,240,9,509,1337,4
UXRecording3,UXP05,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,9146,12499,30000,805,343,2,3248,349,1
UXRecording3,UXP05,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,31519,11533,30000,985,197,5,1283,1067,3
UXRecording3,UXP05,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,20293,11107,30000,1101,393,2,2959,232,1
UXRecording3,UXP05,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,77478,12104,30000,1737,193,9,1618,1153,3
UXRecording3,UXP05,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,55022,11975,30000,569,226,2,5778,543,1
UXRecording3,UXP05,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,13396,11047,30000,0,0,0,11047,225,1
UXRecording3,UXP05,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,40071,12298,30000,183,183,1,7464,499,2
UXRecording1,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,125484,12614,0,2391,198,12,472,1076,3
UXRecording1,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,97271,12486,0,2880,240,12,727,1266,4
UXRecording1,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,15304,11994,0,1052,526,2,7625,217,0
UXRecording1,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,16703,12431,0,1383,522,2,6523,310,1
UXRecording1,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,42955,11237,0,1975,195,10,447,1469,4
UXRecording1,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,8899,12488,0,799,298,2,3854,280,1
UXRecording1,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,32372,11291,0,871,141,4,919,868,2
UXRecording1,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,20366,11902,0,1029,343,3,4088,308,1
UXRecording1,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,74633,12231,0,1348,174,6,1107,1046,3
UXRecording1,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,58511,12003,0,806,268,3,6935,448,1
UXRecording1,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,12813,11813,0,874,437,2,6268,185,0
UXRecording1,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,41005,11219,0,260,130,2,11219,619,2
UXRecording2,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,128682,11805,15000,2820,188,15,457,1421,3
UXRecording2,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,94864,11864,15000,2507,202,8,694,1111,3
UXRecording2,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,14273,12435,15000,1342,671,2,9165,281,0
UXRecording2,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,15944,12557,15000,1154,430,2,5509,330,1
UXRecording2,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,45756,12861,15000,2127,155,6,475,1288,5
UXRecording2,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,8860,12757,15000,814,407,2,2566,272,1
UXRecording2,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,35171,12415,15000,1295,185,7,1192,796,2
UXRecording2,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,19568,12065,15000,976,429,2,3241,196,1
UXRecording2,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,75961,12047,15000,1580,181,8,1152,708,3
UXRecording2,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,54528,12188,15000,724,219,3,5643,306,2
UXRecording2,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,13701,11216,15000,724,362,2,5720,141,1
UXRecording2,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,40688,12230,15000,314,157,2,6939,580,1
UXRecording3,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,127715,11600,30000,2172,201,8,286,1278,4
UXRecording3,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,102512,12831,30000,2412,201,12,537,1352,3
UXRecording3,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,13337,12369,30000,0,0,0,12369,257,1
UXRecording3,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,16276,11829,30000,0,0,0,11829,412,1
UXRecording3,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,45058,12572,30000,1700,208,6,435,1457,3
UXRecording3,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,9424,11989,30000,866,433,2,3670,321,1
UXRecording3,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,30428,11907,30000,1589,227,7,1046,551,3
UXRecording3,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,19149,11315,30000,856,446,1,3131,351,1
UXRecording3,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,77192,12918,30000,1857,176,8,1987,677,3
UXRecording3,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,53820,12486,30000,685,304,2,4488,383,1
UXRecording3,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,11829,12823,30000,751,541,1,9470,280,0
UXRecording3,UXP06,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,40806,12464,30000,217,129,1,12224,521,1
UXRecording1,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,128487,11211,0,2373,178,11,296,1159,2
UXRecording1,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,105427,11313,0,2118,242,8,778,827,3
UXRecording1,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,13326,11115,0,958,516,1,8892,189,1
UXRecording1,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,16344,11061,0,1241,394,3,3778,203,1
UXRecording1,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,41689,11591,0,1643,190,7,487,888,4
UXRecording1,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,9414,11547,0,1242,414,3,2814,364,0
UXRecording1,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,31902,12023,0,1212,202,6,1374,900,3
UXRecording1,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,19528,11607,0,962,481,2,4824,286,1
UXRecording1,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,71553,12303,0,1858,149,10,1801,1310,2
UXRecording1,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,52778,11867,0,660,330,2,6834,374,1
UXRecording1,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,12030,12952,0,760,380,2,6441,160,1
UXRecording1,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,38509,12486,0,284,142,2,12135,414,2
UXRecording2,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,126760,11557,15000,3150,225,14,305,1474,3
UXRecording2,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,92432,11132,15000,2339,283,8,528,1356,3
UXRecording2,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,13485,12170,15000,1306,653,2,9398,150,1
UXRecording2,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,16789,12035,15000,998,350,2,6239,294,1
UXRecording2,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,42002,11040,15000,2065,217,7,624,1412,4
UXRecording2,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,9021,11736,15000,0,0,0,11736,232,1
UXRecording2,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,32508,11575,15000,1219,161,4,1014,1015,2
UXRecording2,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,20470,11069,15000,0,0,0,11069,175,1
UXRecording2,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,80620,11978,15000,1486,190,7,1142,695,3
UXRecording2,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,55618,11072,15000,716,358,2,7952,525,2
UXRecording2,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,13604,12750,15000,982,491,2,9298,265,0
UXRecording2,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,36277,12616,15000,290,145,2,9201,564,1
UXRecording3,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,125090,11149,30000,2825,235,12,444,854,3
UXRecording3,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,99593,11106,30000,3060,255,12,743,883,2
UXRecording3,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,13983,11498,30000,796,605,1,7209,263,0
UXRecording3,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,17021,12499,30000,1359,342,2,6112,389,1
UXRecording3,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,48215,11966,30000,1708,169,9,646,1336,4
UXRecording3,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,9503,11349,30000,980,490,2,2192,231,1
UXRecording3,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,32770,12440,30000,1109,166,6,924,756,2
UXRecording3,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,18200,11195,30000,0,0,0,11195,247,1
UXRecording3,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,76742,12832,30000,1905,213,5,1373,1215,3
UXRecording3,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,56352,12001,30000,1029,343,3,6391,358,1
UXRecording3,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,12147,11451,30000,0,0,0,11451,236,0
UXRecording3,UXP07,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,36286,11057,30000,247,118,1,10272,342,2
UXRecording1,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,122733,12396,0,2578,168,15,553,1377,3
UXRecording1,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,90659,12432,0,2466,274,9,593,731,2
UXRecording1,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,15032,11166,0,872,583,1,8650,186,0
UXRecording1,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,16028,12932,0,1335,401,3,3676,270,1
UXRecording1,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,44107,11187,0,2211,201,11,355,1097,4
UXRecording1,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,9888,11126,0,816,408,2,2287,185,1
UXRecording1,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,35331,12387,0,1074,179,6,1209,879,2
UXRecording1,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,19319,11455,0,836,377,2,4157,206,1
UXRecording1,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,73039,11534,0,1503,167,9,1577,1256,4
UXRecording1,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,52150,12564,0,810,270,3,6951,568,2
UXRecording1,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,13021,12156,0,1016,508,2,6557,279,1
UXRecording1,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,40481,11612,0,178,161,1,9653,450,1
UXRecording2,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,131060,11868,15000,2722,155,15,545,988,2
UXRecording2,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,101838,11218,15000,2543,264,8,672,1031,3
UXRecording2,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,14670,12266,15000,1055,638,1,6456,300,0
UXRecording2,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,16016,11512,15000,1202,601,2,3881,216,1
UXRecording2,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,44746,11443,15000,1561,223,7,367,1715,5
UXRecording2,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,8706,12039,15000,592,296,2,3176,223,1
UXRecording2,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,33599,11674,15000,1105,221,5,798,597,2
UXRecording2,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,19220,12331,15000,1107,318,1,4691,274,1
UXRecording2,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,74756,12210,15000,1368,228,6,1262,762,2
UXRecording2,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,55816,12446,15000,783,261,3,5405,376,2
UXRecording2,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,13811,11567,15000,1152,576,2,8331,229,0
UXRecording2,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,38556,11604,15000,183,163,1,10926,602,2
UXRecording3,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,128121,11435,30000,2928,244,12,311,881,4
UXRecording3,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,102929,11709,30000,1861,223,6,826,1053,3
UXRecording3,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,14459,12745,30000,1104,552,2,8748,252,0
UXRecording3,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,17328,11522,30000,1109,533,2,6711,247,1
UXRecording3,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,46862,12885,30000,1995,174,11,554,1671,3
UXRecording3,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,8621,12496,30000,572,489,1,2445,228,1
UXRecording3,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,31552,12743,30000,864,216,4,1395,667,2
UXRecording3,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,19096,12608,30000,968,345,2,3405,315,0
UXRecording3,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,81688,12658,30000,1775,180,7,1380,1137,4
UXRecording3,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,51716,12885,30000,676,338,2,6462,374,1
UXRecording3,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,12588,12466,30000,1064,532,2,8945,147,1
UXRecording3,UXP08,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,37004,11972,30000,294,147,2,11323,340,2
UXRecording1,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,121733,12559,0,3585,239,15,491,1343,3
UXRecording1,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,91150,11495,0,1736,191,8,714,1065,3
UXRecording1,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,14606,11422,0,899,390,1,8104,284,1
UXRecording1,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,17094,11897,0,865,503,1,5443,339,1
UXRecording1,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,43268,12488,0,2002,182,11,653,1722,5
UXRecording1,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,8767,12425,0,556,295,1,3860,294,1
UXRecording1,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,31272,11958,0,975,195,5,920,731,3
UXRecording1,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,19763,11775,0,0,0,0,11775,195,1
UXRecording1,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,81373,11843,0,1825,153,7,1116,1251,2
UXRecording1,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,57934,12607,0,1107,369,3,6647,453,2
UXRecording1,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,13468,11755,0,976,488,2,6420,248,0
UXRecording1,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,38085,11098,0,314,157,2,10760,544,1
UXRecording2,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,118448,11785,15000,3090,206,15,340,1381,4
UXRecording2,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,105830,12724,15000,1797,261,6,546,1230,4
UXRecording2,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,13753,12026,15000,1029,682,1,7939,240,0
UXRecording2,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,15849,11491,15000,1237,394,3,4364,257,1
UXRecording2,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,45414,11115,15000,1922,149,6,585,1409,3
UXRecording2,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,8585,11175,15000,798,358,2,2098,244,1
UXRecording2,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,32406,12827,15000,925,150,5,1449,586,3
UXRecording2,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,18690,11778,15000,992,496,2,3077,209,1
UXRecording2,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,77293,11051,15000,1940,194,10,1220,736,2
UXRecording2,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,57565,11476,15000,728,364,2,6269,594,1
UXRecording2,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,12091,11709,15000,1044,522,2,7016,201,1
UXRecording2,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,41987,12788,15000,236,118,2,8983,516,1
UXRecording3,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,113944,12858,30000,3968,248,16,373,962,3
UXRecording3,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,103332,12503,30000,1968,246,8,881,1179,3
UXRecording3,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,13322,11361,30000,984,582,1,6714,194,0
UXRecording3,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,16362,11628,30000,1186,593,2,6660,276,1
UXRecording3,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,45696,12913,30000,1645,235,7,389,1158,4
UXRecording3,UXP09,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,9465,11801,30000,681,328,2,2151,329,1
